date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:00:15	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Mar%202020%2005:30:12%20GMT	http://tavonline.net/robots.txt		(from )
16:00:15	3942/3942	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Oct%202019%2009:49:26%20GMT	http://tavonline.net/	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/index.html	(from )
16:00:16	7071/7071	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2011:32:34%20GMT	http://tavonline.net/css/style.css	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/css/style.css	(from http://tavonline.net/)
16:00:17	1377/1377	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2011:32:36%20GMT	http://tavonline.net/font/stylesheet.css	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/font/stylesheet.css	(from http://tavonline.net/)
16:00:18	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Mar%202020%2005:30:15%20GMT	http://tavonline.net/img/favico.png	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/img/favico.png	(from http://tavonline.net/)
16:00:20	55111/55111	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2011:32:40%20GMT	http://tavonline.net/icon-fonts/fontawesome-5.8.1/css/all.min.css	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/icon-fonts/fontawesome-5.8.1/css/all.min.css	(from http://tavonline.net/)
16:00:20	12371/12371	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20Sep%202018%2007:37:24%20GMT	http://tavonline.net/html/gorge2/light/index.html	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/html/gorge2/light/index.html	(from http://tavonline.net/)
16:00:21	5458/5458	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2011:36:45%20GMT	http://tavonline.net/img/logo.png	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/img/logo.png	(from http://tavonline.net/)
16:00:21	4712/4712	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202019%2009:12:16%20GMT	http://tavonline.net/html/maclaren/	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/html/maclaren/index.html	(from http://tavonline.net/)
16:00:22	8074/8074	---M-Z	200	added ('OK')	text/html	date:Sat,%2022%20Sep%202018%2007:47:38%20GMT	http://tavonline.net/html/madrid/	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/html/madrid/index.html	(from http://tavonline.net/)
16:00:23	47170/47170	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2015:28:26%20GMT	http://tavonline.net/html/mat/default/	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/html/mat/default/index.html	(from http://tavonline.net/)
16:00:23	84345/84345	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Sep%202019%2011:36:46%20GMT	http://tavonline.net/js/jquery-2.1.4.min.js	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/js/jquery-2.1.4.min.js	(from http://tavonline.net/)
16:00:24	1918/1918	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Sep%202019%2011:36:45%20GMT	http://tavonline.net/js/main.js	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/js/main.js	(from http://tavonline.net/)
16:00:26	156376/156376	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Sep%202019%2011:32:34%20GMT	http://tavonline.net/css/assets.css	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/css/assets.css	(from http://tavonline.net/css/style.css)
16:00:34	274368/274368	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Sep%202019%2011:36:45%20GMT	http://tavonline.net/js/plugins.js	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/js/plugins.js	(from http://tavonline.net/)
16:00:34	40504/40504	---M--	200	added ('OK')	font/woff2	date:Fri,%2006%20Sep%202019%2011:32:37%20GMT	http://tavonline.net/font/Gilroy-Heavy.woff2	C:/Users/saari/Documents/Semester%205/zzzPrivate/GitHub%20Repos/SirSaarim.github.io/FourPointFive/Trailer/Trailer/tavonline.net/font/Gilroy-Heavy.woff2	(from http://tavonline.net/font/stylesheet.css)
